Muestra_A Muestra_B
0.200870013140716 -0.623405496671807
0.283292336194251 0.536786806750161
-1.50688177623257 0.00110602106454248
-0.649630347517011 1.10931860682148
0.146056804517233 -1.22229853633565
0.0172328872785519 -0.522461495750331
-1.07764086664254 -0.610853146400708
-2.20644573496549 -0.723627831140687
-0.779290263404118 -1.461336885344
-0.122566237707428 -0.0943050754803255
0.536081043726602 -0.2868436956951
0.0481803960276108 -0.564954669261056
1.65256127287842 -0.231270754386944
1.04999016695753 0.929723929119953
-1.5861507192865 0.387807239516456
1.11524027643512 1.50099722135483
-0.46689917270454 -3.24593381501426
1.15248512730701 -2.07776048675024
-0.209964414756731 0.822647490128744
-1.54799843678968 -1.5099633835126
-0.1220767810583 -3.06983281322377
0.240070914401386 -2.07398442195431
0.24220704974812 -0.843437959673404
1.23109713333559 -1.32705449429869
1.14976615620321 -0.351652561471267
-0.284263228082789 1.36757447484522
-1.33376140698477 -0.782599723116534
0.137767530215818 2.37744664988673
-0.172932725809118 0.202314519554257
0.835373909624339 0.115237597693708
0.178703266849822 0.917102856991462
0.413982616536138 0.516142974012625
-0.173908003834158 0.0977197401257687
-0.488271951032484 -0.734314977065889
-0.778026571769608 -2.42388108768788
1.86348552612849 0.819395318564372
0.308311379884297 2.30813841905304
-1.1635163118111 -1.87106052779113
0.0408236759227795 -0.451552703197881
-0.672133953039571 0.152099757491933
1.31681988064801 -0.00836757248588484
1.44988517788579 2.67038335829661
-1.00683505385768 -1.22478383584955
0.298549194434822 0.823639949255264
-0.270110441857444 -1.08306311923779
0.0317545206406654 0.419571666394382
-0.380701306744354 -0.896911303176202
1.13813502367 0.714244805540305
1.0773791587067 -0.74939112275826
-1.30695229881392 0.268882032068978
0.554145205873436 -0.219471283033407
-0.526232439232848 1.11993761488242
0.652172636025419 1.98033322018698
1.19250927088109 -4.05365980855004
-1.26801186487264 1.30624603114396
-0.74220738204306 0.248701670791832
0.486292215755103 1.1260460081489
0.282211762382313 -0.0971261860718195
1.29031525356908 1.60569735291778
-1.12169453873502 -0.11972414934952
0.419204032905933 -1.77923739418611
1.02210510299267 -0.0590053342292193
0.628350334708177 1.14689347767021
0.806370851559283 1.13111031120236
0.472766233581372 -0.186033037824124
0.125769960940324 0.288904261280341
-0.587578132030887 1.68642819458036
1.63766943382299 -0.116681522850765
-0.446517207587569 0.993708789694539
-2.08841304809118 -0.665257730896339
-0.66938617948863 -0.251224103019316
0.842462756551129 -1.87929479906344
-0.645167302715512 0.609546818949672
-0.877336969352088 1.10718042915849
-0.296478715287019 0.629324137879119
0.866590122753663 0.991419758334221
-0.120560217347505 0.406598689222458
-1.82439376090471 -0.756031063586668
